idvisit,idvisitor,idaction_name,document,documenttime,documenttime_formatted,clone_name,search_cat,value,searchtime,searchtime_formatted,action,keyw_5,display_title_s,display_org_s,filename,display_source_s,crawler_used_s,doc_type,display_doc_type_s
37478,7442B028CC28297E,211,Title 22 - Foreign Relations and Intercourse.pdf,Wed Sep 21 2022 19:09:18 GMT+0000 (Coordinated Universal Time),2022-09-21 19:09:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Wed Sep 21 2022 19:08:49 GMT+0000 (Coordinated Universal Time),2022-09-21 19:08,Search,united states; statutory notes; effective date; international development; foreign service; united nations; human rights; fiscal year; congressional committees; foreign relations,Title 22: Foreign Relations and Intercourse,United States Code,Title 22 - Foreign Relations and Intercourse.pdf,,,Title,Title
37478,7442B028CC28297E,211,DoDI 5200.48.pdf,Wed Sep 21 2022 19:09:03 GMT+0000 (Coordinated Universal Time),2022-09-21 19:09:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Wed Sep 21 2022 19:08:49 GMT+0000 (Coordinated Universal Time),2022-09-21 19:08,Search,dod components; cui program; cui documents; classified information; unclassified data; public release; federal regulations; dod cui; specific timelines; security categorization,DoDI 5200.48: Controlled Unclassified Information (CUI),Dept. of Defense,DoDI 5200.48.pdf,,,DoDI,Instruction
37260,A7B65513B8EBE2EE,2464,CIM 13482.3B.pdf,Tue Sep 20 2022 13:35:35 GMT+0000 (Coordinated Universal Time),2022-09-20 13:35:00, gamechanger,GAMECHANGER_gamechanger_combined,helicopter,Tue Sep 20 2022 13:35:08 GMT+0000 (Coordinated Universal Time),2022-09-20 13:35,Search,vol ii/comdtinst; type iii; sling legs; left side; static wand; apex fitting; rigging procedures; sling set; 000-pound capacity; correct link,CIM 13482.3B: Multiservice Helicopter Sling Load: Single-Point Load Rigging Procedures,Coast Guard,CIM 13482.3B.pdf,,,CIM,Manual
37260,A7B65513B8EBE2EE,2464,CIM 13482.3B.pdf,Tue Sep 20 2022 13:35:34 GMT+0000 (Coordinated Universal Time),2022-09-20 13:35:00, gamechanger,GAMECHANGER_gamechanger_combined,helicopter,Tue Sep 20 2022 13:35:08 GMT+0000 (Coordinated Universal Time),2022-09-20 13:35,Search,vol ii/comdtinst; type iii; sling legs; left side; static wand; apex fitting; rigging procedures; sling set; 000-pound capacity; correct link,CIM 13482.3B: Multiservice Helicopter Sling Load: Single-Point Load Rigging Procedures,Coast Guard,CIM 13482.3B.pdf,,,CIM,Manual
36810,FEBA69A163EA8948,72,MIL-DTL-32541 Base Document 2015-11-30.pdf,Thu Sep 15 2022 12:12:54 GMT+0000 (Coordinated Universal Time),2022-09-15 12:12:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Thu Sep 15 2022 12:12:49 GMT+0000 (Coordinated Universal Time),2022-09-15 12:12,Search,,MIL-DTL-32541 Base Document 2015-11-30.pdf,,,,,,
36810,FEBA69A163EA8948,75,DoDI 1235.12 CH 1.pdf,Thu Sep 15 2022 12:12:39 GMT+0000 (Coordinated Universal Time),2022-09-15 12:12:00, gamechanger,GAMECHANGER_gamechanger_combined,testing,Thu Sep 15 2022 12:12:06 GMT+0000 (Coordinated Universal Time),2022-09-15 12:12,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
36810,FEBA69A163EA8948,67,6200.01  .pdf,Thu Sep 15 2022 12:07:09 GMT+0000 (Coordinated Universal Time),2022-09-15 12:07:00, gamechanger,GAMECHANGER_gamechanger_combined,,Thu Sep 15 2022 12:04:31 GMT+0000 (Coordinated Universal Time),2022-09-15 12:04,Search,,6200.01  .pdf,,,,,,
36803,FEBA69A163EA8948,2464,TM 4-48.10.pdf,Thu Sep 15 2022 11:16:02 GMT+0000 (Coordinated Universal Time),2022-09-15 11:16:00, gamechanger,GAMECHANGER_gamechanger_combined,helicopter,Thu Sep 15 2022 11:15:42 GMT+0000 (Coordinated Universal Time),2022-09-15 11:15,Search,vol ii/comdtinst; type iii; sling legs; left side; static wand; apex fitting; rigging procedures; sling set; 000-pound capacity; correct link,TM 4-48.10: MULTISERVICE HELICOPTER SLING LOAD: SINGLE-POINT LOAD RIGGING PROCEDURES,Dept. of the Army,TM 4-48.10.pdf,,,TM,Document
36752,FEBA69A163EA8948,72,MIL-DTL-32541 Base Document 2015-11-30.pdf,Thu Sep 15 2022 09:19:59 GMT+0000 (Coordinated Universal Time),2022-09-15 09:19:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Thu Sep 15 2022 09:19:54 GMT+0000 (Coordinated Universal Time),2022-09-15 09:19,Search,,MIL-DTL-32541 Base Document 2015-11-30.pdf,,,,,,
36691,6A4EE43B3AFF62EB,4968,S. 3099 RS 117th.pdf,Wed Sep 14 2022 14:08:27 GMT+0000 (Coordinated Universal Time),2022-09-14 14:08:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Wed Sep 14 2022 13:58:09 GMT+0000 (Coordinated Universal Time),2022-09-14 13:58,Search,,S. 3099 RS 117th.pdf,,,,,,
36691,6A4EE43B3AFF62EB,4968,S. 3099 RS 117th.pdf,Wed Sep 14 2022 13:37:32 GMT+0000 (Coordinated Universal Time),2022-09-14 13:37:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Wed Sep 14 2022 13:31:32 GMT+0000 (Coordinated Universal Time),2022-09-14 13:31,Search,,S. 3099 RS 117th.pdf,,,,,,
36691,6A4EE43B3AFF62EB,790,DoDI 6055.11.pdf,Wed Sep 14 2022 13:21:19 GMT+0000 (Coordinated Universal Time),2022-09-14 13:21:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Sep 14 2022 13:17:16 GMT+0000 (Coordinated Universal Time),2022-09-14 13:17,Search,emf exposure; electromagnetic fields; working group; uniquely military; therapeutic medical; safety release; risk acceptance; review process; reo drls; ree drls,DoDI 6055.11: Protecting Personnel from Electromagnetic Fields,Dept. of Defense,DoDI 6055.11.pdf,,,DoDI,Instruction
36691,6A4EE43B3AFF62EB,790,DoDI 6055.11.pdf,Wed Sep 14 2022 13:21:18 GMT+0000 (Coordinated Universal Time),2022-09-14 13:21:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Sep 14 2022 13:17:16 GMT+0000 (Coordinated Universal Time),2022-09-14 13:17,Search,emf exposure; electromagnetic fields; working group; uniquely military; therapeutic medical; safety release; risk acceptance; review process; reo drls; ree drls,DoDI 6055.11: Protecting Personnel from Electromagnetic Fields,Dept. of Defense,DoDI 6055.11.pdf,,,DoDI,Instruction
36691,6A4EE43B3AFF62EB,790,DoDI 6055.11.pdf,Wed Sep 14 2022 13:20:59 GMT+0000 (Coordinated Universal Time),2022-09-14 13:20:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Sep 14 2022 13:17:16 GMT+0000 (Coordinated Universal Time),2022-09-14 13:17,Search,emf exposure; electromagnetic fields; working group; uniquely military; therapeutic medical; safety release; risk acceptance; review process; reo drls; ree drls,DoDI 6055.11: Protecting Personnel from Electromagnetic Fields,Dept. of Defense,DoDI 6055.11.pdf,,,DoDI,Instruction
36625,7442B028CC28297E,7518,OPNAVINST 3500.38B - Chapter 4 PT 4.pdf,Tue Sep 13 2022 17:31:31 GMT+0000 (Coordinated Universal Time),2022-09-13 17:31:00, gamechanger,GAMECHANGER_gamechanger_combined,ground forces,Tue Sep 13 2022 17:25:20 GMT+0000 (Coordinated Universal Time),2022-09-13 17:25,Search,task includes; task organization; support; plan operations; percent tbd; operations order; fire support; air defense; zto iyo; time percent,OPNAVINST 3500.38B - Chapter 4 PT 4: UNIVERSAL NAVAL TASK LIST,Uncategorized,OPNAVINST 3500.38B - Chapter 4 PT 4.pdf,,,OPNAVINST,Uncategorized
36605,9160B3FFCCAD442E,790,MARINE CORPS MANUAL W_CH 1-3.pdf,Tue Sep 13 2022 17:19:01 GMT+0000 (Coordinated Universal Time),2022-09-13 17:19:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Tue Sep 13 2022 17:18:34 GMT+0000 (Coordinated Universal Time),2022-09-13 17:18,Search,marine corps; united states; welfare; revised pages; real property; public release; personal effects; nonappropriated funds; marine corp; joint chiefs,Misc Pubs : MARINE CORPS MANUAL W/CH 1-3,Uncategorized,MARINE CORPS MANUAL W_CH 1-3.pdf,,,Misc Pubs,Uncategorized
36605,9160B3FFCCAD442E,790,MARINE CORPS MANUAL W_CH 1-3.pdf,Tue Sep 13 2022 17:19:00 GMT+0000 (Coordinated Universal Time),2022-09-13 17:19:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Tue Sep 13 2022 17:18:34 GMT+0000 (Coordinated Universal Time),2022-09-13 17:18,Search,marine corps; united states; welfare; revised pages; real property; public release; personal effects; nonappropriated funds; marine corp; joint chiefs,Misc Pubs : MARINE CORPS MANUAL W/CH 1-3,Uncategorized,MARINE CORPS MANUAL W_CH 1-3.pdf,,,Misc Pubs,Uncategorized
36605,9160B3FFCCAD442E,790,THE SEA SERVICES IN THE KOREAN WAR 1950-1953.pdf,Tue Sep 13 2022 17:18:38 GMT+0000 (Coordinated Universal Time),2022-09-13 17:18:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Tue Sep 13 2022 17:18:34 GMT+0000 (Coordinated Universal Time),2022-09-13 17:18,Search,page 1; inchon-seoul operation; united states; pusan perimeter; east-central front; west korea; air force; view photo; commanding officer; sea war,MC MISC : THE SEA SERVICES IN THE KOREAN WAR 1950 - 1953,Uncategorized,THE SEA SERVICES IN THE KOREAN WAR 1950-1953.pdf,,,MC MISC,Uncategorized
36605,9160B3FFCCAD442E,790,THE SEA SERVICES IN THE KOREAN WAR 1950-1953.pdf,Tue Sep 13 2022 17:18:37 GMT+0000 (Coordinated Universal Time),2022-09-13 17:18:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Tue Sep 13 2022 17:18:34 GMT+0000 (Coordinated Universal Time),2022-09-13 17:18,Search,page 1; inchon-seoul operation; united states; pusan perimeter; east-central front; west korea; air force; view photo; commanding officer; sea war,MC MISC : THE SEA SERVICES IN THE KOREAN WAR 1950 - 1953,Uncategorized,THE SEA SERVICES IN THE KOREAN WAR 1950-1953.pdf,,,MC MISC,Uncategorized
36560,7442B028CC28297E,211,AR 530-1.pdf,Tue Sep 13 2022 13:37:28 GMT+0000 (Coordinated Universal Time),2022-09-13 13:37:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Tue Sep 13 2022 13:28:43 GMT+0000 (Coordinated Universal Time),2022-09-13 13:28,Search,figure; critical information; security programs; opsec program; opsec measures; appendix 1; security command; opsec programs; opsec pm; opsec annex/appendix/tab,AR 530-1: OPERATIONS SECURITY,Dept. of the Army,AR 530-1.pdf,,,AR,Document
36560,7442B028CC28297E,211,2017 CMC INSTITUTIONAL-LEVEL TASK LIST.pdf,Tue Sep 13 2022 13:24:36 GMT+0000 (Coordinated Universal Time),2022-09-13 13:24:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Tue Sep 13 2022 13:19:05 GMT+0000 (Coordinated Universal Time),2022-09-13 13:19,Search,marine corps; deputy commandants; war gaming; transregional framework; reserve component; physical fitness; parts support; operating forces; naval forces; manpower assignment,MC MISC : 2017 CMC INSTITUTIONAL-LEVEL TASK LIST FOR DEPUTY COMMANDANTS (DCS) AND,Uncategorized,2017 CMC INSTITUTIONAL-LEVEL TASK LIST.pdf,,,MC MISC,Uncategorized
36560,7442B028CC28297E,211,2017 CMC INSTITUTIONAL-LEVEL TASK LIST.pdf,Tue Sep 13 2022 13:24:35 GMT+0000 (Coordinated Universal Time),2022-09-13 13:24:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Tue Sep 13 2022 13:19:05 GMT+0000 (Coordinated Universal Time),2022-09-13 13:19,Search,marine corps; deputy commandants; war gaming; transregional framework; reserve component; physical fitness; parts support; operating forces; naval forces; manpower assignment,MC MISC : 2017 CMC INSTITUTIONAL-LEVEL TASK LIST FOR DEPUTY COMMANDANTS (DCS) AND,Uncategorized,2017 CMC INSTITUTIONAL-LEVEL TASK LIST.pdf,,,MC MISC,Uncategorized
36471,FEBA69A163EA8948,211,Title 10 - Armed Forces.pdf,Mon Sep 12 2022 12:16:12 GMT+0000 (Coordinated Universal Time),2022-09-12 12:16:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Mon Sep 12 2022 12:07:52 GMT+0000 (Coordinated Universal Time),2022-09-12 12:07,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
36396,9160B3FFCCAD442E,790,SASC Hearing - JAG Providing Legal Services Agenda Witnesses - Independent Review Panel to Study the Judge Advocate Requirements of the Department of the Navy.pdf,Mon Sep 12 2022 10:59:01 GMT+0000 (Coordinated Universal Time),2022-09-12 10:59:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Mon Sep 12 2022 10:57:53 GMT+0000 (Coordinated Universal Time),2022-09-12 10:57,Search,marine corps; judge advocates; military justice; judge advocate; legal services; air force; jag corps; manpower requirements; operational law; service members,Hearing : JAG Providing Legal Services Agenda Witnesses,Congress,SASC Hearing - JAG Providing Legal Services Agenda Witnesses - Independent Review Panel to Study the Judge Advocate Requirements of the Department of the Navy.pdf,,,Hearing,Transcript
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 15:18:15 GMT+0000 (Coordinated Universal Time),2022-09-08 15:18:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 15:17:35 GMT+0000 (Coordinated Universal Time),2022-09-08 15:17,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 15:18:08 GMT+0000 (Coordinated Universal Time),2022-09-08 15:18:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 15:17:35 GMT+0000 (Coordinated Universal Time),2022-09-08 15:17,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 14:56:26 GMT+0000 (Coordinated Universal Time),2022-09-08 14:56:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:55:41 GMT+0000 (Coordinated Universal Time),2022-09-08 14:55,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 14:56:17 GMT+0000 (Coordinated Universal Time),2022-09-08 14:56:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:55:41 GMT+0000 (Coordinated Universal Time),2022-09-08 14:55,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,DoDI 8510.01 CH 3.pdf,Thu Sep 08 2022 14:52:27 GMT+0000 (Coordinated Universal Time),2022-09-08 14:52:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:50:15 GMT+0000 (Coordinated Universal Time),2022-09-08 14:50,Search,security controls; pit systems; pit system; system-level poa&ms; security plan; information systems; existing authorization; dod siso; dod policy; dod component,DoDI 8510.01: Risk Management Framework (RMF) for DoD Information Technology (IT),Uncategorized,DoDI 8510.01 CH 3.pdf,,,DoDI,Uncategorized
35914,6A4EE43B3AFF62EB,4968,DoDI 8510.01 CH 3.pdf,Thu Sep 08 2022 14:52:13 GMT+0000 (Coordinated Universal Time),2022-09-08 14:52:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:50:15 GMT+0000 (Coordinated Universal Time),2022-09-08 14:50,Search,security controls; pit systems; pit system; system-level poa&ms; security plan; information systems; existing authorization; dod siso; dod policy; dod component,DoDI 8510.01: Risk Management Framework (RMF) for DoD Information Technology (IT),Uncategorized,DoDI 8510.01 CH 3.pdf,,,DoDI,Uncategorized
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 14:51:55 GMT+0000 (Coordinated Universal Time),2022-09-08 14:51:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:50:15 GMT+0000 (Coordinated Universal Time),2022-09-08 14:50,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 14:51:31 GMT+0000 (Coordinated Universal Time),2022-09-08 14:51:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:50:15 GMT+0000 (Coordinated Universal Time),2022-09-08 14:50,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 5 - Government Organization and Employees.pdf,Thu Sep 08 2022 14:42:27 GMT+0000 (Coordinated Universal Time),2022-09-08 14:42:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:40:37 GMT+0000 (Coordinated Universal Time),2022-09-08 14:40,Search,united states; effective date; statutory notes; personnel management; basic pay; postal service; competitive service; homeland security; pay period; retirement system,Title 5: Government Organization and Employees,United States Code,Title 5 - Government Organization and Employees.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 5 - Government Organization and Employees.pdf,Thu Sep 08 2022 14:42:19 GMT+0000 (Coordinated Universal Time),2022-09-08 14:42:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:40:37 GMT+0000 (Coordinated Universal Time),2022-09-08 14:40,Search,united states; effective date; statutory notes; personnel management; basic pay; postal service; competitive service; homeland security; pay period; retirement system,Title 5: Government Organization and Employees,United States Code,Title 5 - Government Organization and Employees.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,4968,Title 44 - Public Printing and Documents.pdf,Thu Sep 08 2022 14:41:44 GMT+0000 (Coordinated Universal Time),2022-09-08 14:41:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Sep 08 2022 14:40:37 GMT+0000 (Coordinated Universal Time),2022-09-08 14:40,Search,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
35914,6A4EE43B3AFF62EB,10475,OPNAVINST 5100.23G w CH-1.pdf,Thu Sep 08 2022 14:03:27 GMT+0000 (Coordinated Universal Time),2022-09-08 14:03:00, gamechanger,GAMECHANGER_gamechanger_combined,undefinedcn 5600 directives; publications; and reports indexundefined,Thu Sep 08 2022 13:56:14 GMT+0000 (Coordinated Universal Time),2022-09-08 13:56,Search,occupational safety; occupational health; opnavinst 23g; fall protection; safety program; respiratory protection; training command; risk factors; confined spaces; opnavinst 19e,OPNAVINST 5100.23G w CH-1: NAVY SAFETY AND OCCUPATIONAL HEALTH PROGRAM MANUAL,Uncategorized,OPNAVINST 5100.23G w CH-1.pdf,,,OPNAVINST,Uncategorized
35914,6A4EE43B3AFF62EB,10475,OPNAVINST 5100.23G w CH-1.pdf,Thu Sep 08 2022 14:03:26 GMT+0000 (Coordinated Universal Time),2022-09-08 14:03:00, gamechanger,GAMECHANGER_gamechanger_combined,undefinedcn 5600 directives; publications; and reports indexundefined,Thu Sep 08 2022 13:56:14 GMT+0000 (Coordinated Universal Time),2022-09-08 13:56,Search,occupational safety; occupational health; opnavinst 23g; fall protection; safety program; respiratory protection; training command; risk factors; confined spaces; opnavinst 19e,OPNAVINST 5100.23G w CH-1: NAVY SAFETY AND OCCUPATIONAL HEALTH PROGRAM MANUAL,Uncategorized,OPNAVINST 5100.23G w CH-1.pdf,,,OPNAVINST,Uncategorized
35498,7442B028CC28297E,10091,DoDD 7045.14 CH 1.pdf,Tue Sep 06 2022 13:19:53 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,defense memorandum; related guidance; references; programming guidance; program recommendation; program offsets; program evaluation; procurement process; ppbe process; ppbe leadership,DoDD 7045.14: The Planning; Programming; Budgeting; and Execution (PPBE) Process,Dept. of Defense,DoDD 7045.14 CH 1.pdf,,,DoDD,Directive
35498,7442B028CC28297E,10091,DoDD 7045.14 CH 1.pdf,Tue Sep 06 2022 13:19:52 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,defense memorandum; related guidance; references; programming guidance; program recommendation; program offsets; program evaluation; procurement process; ppbe process; ppbe leadership,DoDD 7045.14: The Planning; Programming; Budgeting; and Execution (PPBE) Process,Dept. of Defense,DoDD 7045.14 CH 1.pdf,,,DoDD,Directive
35498,7442B028CC28297E,10091,DoDI 5400.04.pdf,Tue Sep 06 2022 13:19:48 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,dod components; executive session; congressional committee; written directly; security review; public releases; public disclosure; provide prompt; proposed statement; prepared statements,DoDI 5400.04: Provision of Information to Congress,Dept. of Defense,DoDI 5400.04.pdf,,,DoDI,Instruction
35498,7442B028CC28297E,10091,DoDI 5000.69 CH 2.pdf,Tue Sep 06 2022 13:19:44 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,laser systems; joint staff; dodi 69; weapon-related system; secretary; safety reviews; safety review; related systems; program managers; operationally deployed,DoDI 5000.69: DoD Joint Services Weapon and Laser System Safety Review Processes,Dept. of Defense,DoDI 5000.69 CH 2.pdf,,,DoDI,Instruction
35498,7442B028CC28297E,10091,DoDI 5000.69 CH 2.pdf,Tue Sep 06 2022 13:19:43 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,laser systems; joint staff; dodi 69; weapon-related system; secretary; safety reviews; safety review; related systems; program managers; operationally deployed,DoDI 5000.69: DoD Joint Services Weapon and Laser System Safety Review Processes,Dept. of Defense,DoDI 5000.69 CH 2.pdf,,,DoDI,Instruction
35498,7442B028CC28297E,10091,DoDD 7045.14 CH 1.pdf,Tue Sep 06 2022 13:19:24 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,defense memorandum; related guidance; references; programming guidance; program recommendation; program offsets; program evaluation; procurement process; ppbe process; ppbe leadership,DoDD 7045.14: The Planning; Programming; Budgeting; and Execution (PPBE) Process,Dept. of Defense,DoDD 7045.14 CH 1.pdf,,,DoDD,Directive
35498,7442B028CC28297E,10091,DoDD 7045.14 CH 1.pdf,Tue Sep 06 2022 13:19:23 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 13:19:06 GMT+0000 (Coordinated Universal Time),2022-09-06 13:19,Search,defense memorandum; related guidance; references; programming guidance; program recommendation; program offsets; program evaluation; procurement process; ppbe process; ppbe leadership,DoDD 7045.14: The Planning; Programming; Budgeting; and Execution (PPBE) Process,Dept. of Defense,DoDD 7045.14 CH 1.pdf,,,DoDD,Directive
35512,0E7DB61A0ABAB067,4179,ATP 4-02.7.pdf,Tue Sep 06 2022 13:18:35 GMT+0000 (Coordinated Universal Time),2022-09-06 13:18:00, gamechanger,GAMECHANGER_gamechanger_combined,pineapple,Tue Sep 06 2022 13:16:37 GMT+0000 (Coordinated Universal Time),2022-09-06 13:16,Search,medical personnel; medical company; medical care; clean side; service member; litter patient; veterinary support; service members; medical surveillance; homeland defense,ATP 4-02.7: MULTI-SERVICE TACTICS; TECHNIQUES; AND PROCEDURES FOR HEALTH SERVICE SUPPORT IN A CHEMICAL; BIOLOGICAL; RADIOLOGICAL; AND NUCLEAR ENVIRONMENT (MCRP 4-11.1F; NTTP 4-02.7; AFTTP 3-42.3),Dept. of the Army,ATP 4-02.7.pdf,,,ATP,Document
35512,0E7DB61A0ABAB067,4179,ATP 4-02.7.pdf,Tue Sep 06 2022 13:18:34 GMT+0000 (Coordinated Universal Time),2022-09-06 13:18:00, gamechanger,GAMECHANGER_gamechanger_combined,pineapple,Tue Sep 06 2022 13:16:37 GMT+0000 (Coordinated Universal Time),2022-09-06 13:16,Search,medical personnel; medical company; medical care; clean side; service member; litter patient; veterinary support; service members; medical surveillance; homeland defense,ATP 4-02.7: MULTI-SERVICE TACTICS; TECHNIQUES; AND PROCEDURES FOR HEALTH SERVICE SUPPORT IN A CHEMICAL; BIOLOGICAL; RADIOLOGICAL; AND NUCLEAR ENVIRONMENT (MCRP 4-11.1F; NTTP 4-02.7; AFTTP 3-42.3),Dept. of the Army,ATP 4-02.7.pdf,,,ATP,Document
35498,7442B028CC28297E,10091,DoDI 3000.04 CH 2.pdf,Tue Sep 06 2022 13:18:03 GMT+0000 (Coordinated Universal Time),2022-09-06 13:18:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 12:43:24 GMT+0000 (Coordinated Universal Time),2022-09-06 12:43,Search,dod components; military departments; dod dictionary; timeline; sufficiency assessments; strategic reserve; special operations; reporting requirements; projected inventory; program evaluation,DoDI 3000.04: DoD Munitions Requirements Process (MRP),Dept. of Defense,DoDI 3000.04 CH 2.pdf,,,DoDI,Instruction
35498,7442B028CC28297E,10091,DoDI 5000.69 CH 2.pdf,Tue Sep 06 2022 13:16:36 GMT+0000 (Coordinated Universal Time),2022-09-06 13:16:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 12:43:24 GMT+0000 (Coordinated Universal Time),2022-09-06 12:43,Search,laser systems; joint staff; dodi 69; weapon-related system; secretary; safety reviews; safety review; related systems; program managers; operationally deployed,DoDI 5000.69: DoD Joint Services Weapon and Laser System Safety Review Processes,Dept. of Defense,DoDI 5000.69 CH 2.pdf,,,DoDI,Instruction
